SpeciesId,StatArea/CU,CU_Name,Year,T_Idx_E,ExpFactor1,AdjSum,ExpFactor2,ObsE,ExpFactor3,TE,CDN Harvest,CDN ER,TRTC,Total Harvest,Total ER,Total Run,Q1,Q2,Q3
CM,CM_12,Smith Inlet,2005,14700,1.67,24478,1.05,25655,1.5,38483,0,0,38483,0,0,38483,2.4,3,4.77
CM,CM_12,Smith Inlet,2006,25330,1.77,44841,1.05,46998,1.5,70496,0,0,70496,0,0,70496,2.4,2.82,4.77
CM,CM_12,Smith Inlet,2007,10905,1.77,19305,1.05,20233,1.5,30350,0,0,30350,0,0,30350,2.4,2.82,4.77
CM,CM_12,Smith Inlet,2008,9073,1.67,15108,1.05,15835,1.5,23752,0,0,23752,0,0,23752,2.4,3,4.77
CM,CM_12,Smith Inlet,2009,17450,1.08,18919,1.05,19829,1.5,29744,0,0,29744,0,0,29744,2.4,4.61,4.77
CM,CM_12,Smith Inlet,2010,4800,1,4800,1.05,5031,1.5,7546,0,0,7546,0,0,7546,2.4,5,4.77
CM,CM_12,Smith Inlet,2011,9500,1.04,9917,1,9917,1.5,14875,0,0,14875,0,0,14875,2.4,4.79,5
CM,CM_12,Smith Inlet,2012,9500,1.08,10300,1,10300,1.5,15450,0,0,15450,0,0,15450,2.4,4.61,5
CM,CM_12,Smith Inlet,2013,16000,1.91,30600,1,30600,1.5,45900,0,0,45900,0,0,45900,2.4,2.61,5
CM,CM_12,Smith Inlet,2014,10000,1.08,10842,1,10842,1.5,16263,0,0,16263,0,0,16263,2.4,4.61,5
CM,CM_13,Rivers Inlet,1954,16600,1,16600,1.01,16777,1.5,25165,18049,0.42,43214,18049,0.42,43214,2,5,4.95
CM,CM_13,Rivers Inlet,1955,2375,1,2375,1.01,2400,1.5,3600,8952,0.71,12552,8952,0.71,12552,2,5,4.95
CM,CM_13,Rivers Inlet,1956,7450,1,7450,1.01,7529,1.5,11294,4627,0.29,15921,4627,0.29,15921,2,5,4.95
CM,CM_13,Rivers Inlet,1957,7000,1.54,10780,1.01,10895,1.5,16342,9923,0.38,26265,9923,0.38,26265,2,3.25,4.95
CM,CM_13,Rivers Inlet,1958,57500,1.09,62800,1.01,63468,1.5,95202,30689,0.24,125891,30689,0.24,125891,2,4.58,4.95
CM,CM_13,Rivers Inlet,1959,5750,1.02,5854,1.01,5916,1.5,8874,5414,0.38,14288,5414,0.38,14288,2,4.91,4.95
CM,CM_13,Rivers Inlet,1960,12600,1,12600,1.01,12679,1.5,19019,8172,0.3,27191,8172,0.3,27191,2,5,4.97
CM,CM_13,Rivers Inlet,1961,10025,1,10025,1.01,10088,1.5,15132,6869,0.31,22001,6869,0.31,22001,2,5,4.97
CM,CM_13,Rivers Inlet,1962,13100,1,13100,1.01,13182,1.5,19774,7440,0.27,27213,7440,0.27,27213,2,5,4.97
CM,CM_13,Rivers Inlet,1963,12975,1,12975,1.01,13057,1.5,19585,5921,0.23,25506,5921,0.23,25506,2,5,4.97
CM,CM_13,Rivers Inlet,1964,15100,1,15100,1.01,15195,1.5,22792,8699,0.28,31491,8699,0.28,31491,2,5,4.97
CM,CM_13,Rivers Inlet,1965,825,1.01,830,1.01,835,1.5,1253,4242,0.77,5495,4242,0.77,5495,2,4.97,4.97
CM,CM_13,Rivers Inlet,1966,38925,1,38925,1.01,39170,1.5,58755,8573,0.13,67328,8573,0.13,67328,2,5,4.97
CM,CM_13,Rivers Inlet,1967,7025,1.04,7320,1.01,7366,1.5,11049,9384,0.46,20433,9384,0.46,20433,2,4.8,4.97
CM,CM_13,Rivers Inlet,1968,11050,1.04,11442,1.01,11514,1.5,17271,11034,0.39,28305,11034,0.39,28305,2,4.83,4.97
CM,CM_13,Rivers Inlet,1969,1925,1.04,1993,1.01,2006,1.5,3009,14485,0.83,17494,14485,0.83,17494,2,4.83,4.97
CM,CM_13,Rivers Inlet,1970,16050,1,16050,1.03,16546,1.5,24819,27778,0.53,52598,27778,0.53,52598,2,5,4.85
CM,CM_13,Rivers Inlet,1971,7555,1.07,8072,1.03,8322,1.5,12483,6591,0.35,19074,6591,0.35,19074,2,4.68,4.85
CM,CM_13,Rivers Inlet,1972,15950,1,15950,1.03,16443,1.5,24665,11917,0.33,36581,11917,0.33,36581,2,5,4.85
CM,CM_13,Rivers Inlet,1973,7000,1,7000,1.03,7216,1.5,10825,11204,0.51,22028,11204,0.51,22028,2,5,4.85
CM,CM_13,Rivers Inlet,1974,24100,1,24100,1.03,24845,1.5,37268,19521,0.34,56789,19521,0.34,56789,2,5,4.85
CM,CM_13,Rivers Inlet,1975,5575,1.04,5783,1.03,5962,1.5,8943,2849,0.24,11793,2849,0.24,11793,2,4.82,4.85
CM,CM_13,Rivers Inlet,1976,595,1.04,617,1.03,636,1.5,954,1417,0.6,2372,1417,0.6,2372,2,4.82,4.85
CM,CM_13,Rivers Inlet,1977,2190,1,2190,1.03,2258,1.5,3387,7717,0.7,11103,7717,0.7,11103,2,5,4.85
CM,CM_13,Rivers Inlet,1978,23800,1.02,24336,1.03,25088,1.5,37633,29648,0.44,67281,29648,0.44,67281,2,4.89,4.85
CM,CM_13,Rivers Inlet,1979,2700,1.06,2866,1.03,2955,1.5,4433,2098,0.32,6531,2098,0.32,6531,2,4.71,4.85
CM,CM_13,Rivers Inlet,1980,6200,1.01,6255,2.46,15384,1.5,23076,3853,0.14,26929,3853,0.14,26929,2,4.96,2.03
CM,CM_13,Rivers Inlet,1981,3650,1,3650,2.46,8977,1.5,13466,3425,0.2,16890,3425,0.2,16890,2,5,2.03
CM,CM_13,Rivers Inlet,1982,50900,1,50900,2.46,125188,1.5,187782,8028,0.04,195810,8028,0.04,195810,2,5,2.03
CM,CM_13,Rivers Inlet,1983,13200,1.05,13855,2.46,34076,1.5,51113,3507,0.06,54620,3507,0.06,54620,2,4.76,2.03
CM,CM_13,Rivers Inlet,1984,2475,1.05,2598,2.46,6389,1.5,9584,2766,0.22,12349,2766,0.22,12349,2,4.76,2.03
CM,CM_13,Rivers Inlet,1985,11900,1,11900,2.46,29268,1.5,43902,12023,0.22,55925,12023,0.22,55925,2,5,2.03
CM,CM_13,Rivers Inlet,1986,72585,1,72585,2.46,178522,1.5,267784,143923,0.35,411707,143923,0.35,411707,2,5,2.03
CM,CM_13,Rivers Inlet,1987,25100,1,25100,2.46,61733,1.5,92600,23614,0.2,116214,23614,0.2,116214,2,5,2.03
CM,CM_13,Rivers Inlet,1988,6580,1,6580,2.46,16183,1.5,24275,9780,0.29,34055,9780,0.29,34055,2,5,2.03
CM,CM_13,Rivers Inlet,1989,1268,1,1268,2.46,3119,1.5,4678,6674,0.59,11352,6674,0.59,11352,2,5,2.03
CM,CM_13,Rivers Inlet,1990,2730,1,2730,1.11,3037,1.5,4555,9054,0.67,13610,9054,0.67,13610,2,5,4.49
CM,CM_13,Rivers Inlet,1991,860,1.65,1423,1.11,1583,1.5,2374,1403,0.37,3777,1403,0.37,3777,2,3.02,4.49
CM,CM_13,Rivers Inlet,1992,5275,1.01,5333,1.11,5933,1.5,8900,10963,0.55,19863,10963,0.55,19863,2,4.95,4.49
CM,CM_13,Rivers Inlet,1993,900,1.01,910,1.11,1012,1.5,1518,952,0.39,2470,952,0.39,2470,2,4.95,4.49
CM,CM_13,Rivers Inlet,1994,5700,1,5700,1.11,6341,1.5,9511,4677,0.33,14188,4677,0.33,14188,2,5,4.49
CM,CM_13,Rivers Inlet,1995,16300,1,16300,1.11,18133,1.5,27199,9403,0.26,36602,9403,0.26,36602,2,5,4.49
CM,CM_13,Rivers Inlet,1996,6275,1,6275,1.11,6981,1.5,10471,0,0,10471,0,0,10471,2,5,4.49
CM,CM_13,Rivers Inlet,1997,4750,1.27,6010,1.11,6685,1.5,10028,0,0,10028,0,0,10028,2,3.95,4.49
CM,CM_13,Rivers Inlet,1998,40800,1,40800,1.11,45388,1.5,68081,0,0,68081,0,0,68081,2,5,4.49
CM,CM_13,Rivers Inlet,1999,10650,1,10650,1.11,11847,1.5,17771,0,0,17771,0,0,17771,2,5,4.49
CM,CM_13,Rivers Inlet,2000,11400,7.02,79979,1.04,82867,1.5,124300,0,0,124300,0,0,124300,2,0.71,4.83
CM,CM_13,Rivers Inlet,2001,10350,1.39,14436,1.04,14957,1.5,22436,0,0,22436,0,0,22436,2,3.58,4.83
CM,CM_13,Rivers Inlet,2002,64200,1.05,67168,1.04,69593,1.5,104389,0,0,104389,0,0,104389,2,4.78,4.83
CM,CM_13,Rivers Inlet,2003,94600,1,94600,1.04,98015,1.5,147023,0,0,147023,0,0,147023,2,5,4.83
CM,CM_13,Rivers Inlet,2004,66200,1.05,69260,1.04,71761,1.5,107641,0,0,107641,0,0,107641,2,4.78,4.83
CM,CM_13,Rivers Inlet,2005,61500,1.14,69889,1.04,72413,1.5,108619,0,0,108619,0,0,108619,2,4.4,4.83
CM,CM_13,Rivers Inlet,2006,33050,1.03,34190,1.04,35424,1.5,53136,0,0,53136,0,0,53136,2,4.83,4.83
CM,CM_13,Rivers Inlet,2007,32000,1.18,37797,1.04,39162,1.5,58743,0,0,58743,0,0,58743,2,4.23,4.83
CM,CM_13,Rivers Inlet,2008,3130,1.14,3557,1.04,3685,1.5,5528,0,0,5528,0,0,5528,2,4.4,4.83
CM,CM_13,Rivers Inlet,2009,4920,1,4920,1.04,5098,1.5,7646,0,0,7646,0,0,7646,2,5,4.83
CM,CM_13,Rivers Inlet,2010,1820,1.19,2174,1.04,2253,1.5,3379,0,0,3379,0,0,3379,2,4.19,4.83
CM,CM_13,Rivers Inlet,2011,9275,1.04,9627,1.02,9838,1.5,14757,0,0,14757,0,0,14757,2,4.82,4.89
CM,CM_13,Rivers Inlet,2012,5100,1,5100,1.02,5212,1.5,7818,0,0,7818,0,0,7818,2,5,4.89
CM,CM_13,Rivers Inlet,2013,,,,,,,,,,,,,,,,
CM,CM_13,Rivers Inlet,2014,1950,2.36,4598,1.02,4698,1.5,7048,0,0,7048,0,0,7048,2,2.12,4.89
CM,CM_15,Spiller-Fitz-Hugh-Burke,1954,202836,1.09,221306,1.24,274161,1.5,411241,283898,0.41,695140,283898,0.41,695140,2.14,4.58,4.04
CM,CM_15,Spiller-Fitz-Hugh-Burke,1955,126976,1.14,145269,1.24,179964,1.5,269946,324943,0.55,594889,324943,0.55,594889,2.14,4.37,4.04
CM,CM_15,Spiller-Fitz-Hugh-Burke,1956,176031,1.14,201392,1.24,249490,1.5,374235,240020,0.39,614255,240020,0.39,614255,2.14,4.37,4.04
CM,CM_15,Spiller-Fitz-Hugh-Burke,1957,145148,1.14,166059,1.24,205720,1.5,308579,335370,0.52,643949,335370,0.52,643949,2.14,4.37,4.04
CM,CM_15,Spiller-Fitz-Hugh-Burke,1958,125099,1.14,143122,1.24,177304,1.5,265956,146229,0.35,412185,146229,0.35,412185,2.14,4.37,4.04
CM,CM_15,Spiller-Fitz-Hugh-Burke,1959,112125,1.14,128279,1.24,158916,1.5,238374,110320,0.32,348693,110320,0.32,348693,2.14,4.37,4.04
CM,CM_15,Spiller-Fitz-Hugh-Burke,1960,53587,1.14,61307,1.16,70831,1.5,106247,66007,0.38,172254,66007,0.38,172254,2.14,4.37,4.33
CM,CM_15,Spiller-Fitz-Hugh-Burke,1961,65940,1.14,75440,1.16,87160,1.5,130739,93663,0.42,224403,93663,0.42,224403,2.14,4.37,4.33
CM,CM_15,Spiller-Fitz-Hugh-Burke,1962,161050,1.14,184252,1.16,212876,1.5,319314,238191,0.43,557505,238191,0.43,557505,2.14,4.37,4.33
CM,CM_15,Spiller-Fitz-Hugh-Burke,1963,152350,1.09,166550,1.16,192424,1.5,288636,167703,0.37,456339,167703,0.37,456339,2.14,4.57,4.33
CM,CM_15,Spiller-Fitz-Hugh-Burke,1964,137775,1.09,150617,1.16,174015,1.5,261023,177139,0.4,438162,177139,0.4,438162,2.14,4.57,4.33
CM,CM_15,Spiller-Fitz-Hugh-Burke,1965,47575,1.13,53528,1.16,61844,1.5,92766,128304,0.58,221069,128304,0.58,221069,2.14,4.44,4.33
CM,CM_15,Spiller-Fitz-Hugh-Burke,1966,347600,1.16,402983,1.16,465586,1.5,698379,287632,0.29,986011,287632,0.29,986011,2.14,4.31,4.33
CM,CM_15,Spiller-Fitz-Hugh-Burke,1967,102675,1.11,113675,1.16,131334,1.5,197001,105703,0.35,302704,105703,0.35,302704,2.14,4.52,4.33
CM,CM_15,Spiller-Fitz-Hugh-Burke,1968,244900,1.14,280183,1.16,323709,1.5,485564,308173,0.39,793737,308173,0.39,793737,2.14,4.37,4.33
CM,CM_15,Spiller-Fitz-Hugh-Burke,1969,172870,1.09,188983,1.16,218342,1.5,327512,359022,0.52,686535,359022,0.52,686535,2.14,4.57,4.33
CM,CM_15,Spiller-Fitz-Hugh-Burke,1970,302400,1.09,330586,1.19,393068,1.5,589602,639956,0.52,1229557,639956,0.52,1229557,2.14,4.57,4.21
CM,CM_15,Spiller-Fitz-Hugh-Burke,1971,169400,1.09,185189,1.19,220191,1.5,330286,194712,0.37,524998,194712,0.37,524998,2.14,4.57,4.21
CM,CM_15,Spiller-Fitz-Hugh-Burke,1972,206650,1.14,236422,1.19,281106,1.5,421659,315289,0.43,736949,315289,0.43,736949,2.14,4.37,4.21
CM,CM_15,Spiller-Fitz-Hugh-Burke,1973,280500,1.11,310551,1.19,369245,1.5,553868,560747,0.5,1114615,560747,0.5,1114615,2.14,4.52,4.21
CM,CM_15,Spiller-Fitz-Hugh-Burke,1974,145200,1.17,169367,1.19,201377,1.5,302066,252390,0.46,554456,252390,0.46,554456,2.14,4.29,4.21
CM,CM_15,Spiller-Fitz-Hugh-Burke,1975,67900,1.15,78022,1.19,92769,1.5,139153,91948,0.4,231101,91948,0.4,231101,2.14,4.35,4.21
CM,CM_15,Spiller-Fitz-Hugh-Burke,1976,80300,1.15,92568,1.19,110063,1.5,165095,207371,0.56,372466,207371,0.56,372466,2.14,4.34,4.21
CM,CM_15,Spiller-Fitz-Hugh-Burke,1977,123700,1.14,141521,1.19,168269,1.5,252404,176877,0.41,429281,176877,0.41,429281,2.14,4.37,4.21
CM,CM_15,Spiller-Fitz-Hugh-Burke,1978,140870,1.16,163315,1.19,194181,1.5,291272,332261,0.53,623533,332261,0.53,623533,2.14,4.31,4.21
CM,CM_15,Spiller-Fitz-Hugh-Burke,1979,112785,1.1,124280,1.19,147769,1.5,221654,175361,0.44,397015,175361,0.44,397015,2.14,4.54,4.21
CM,CM_15,Spiller-Fitz-Hugh-Burke,1980,84372,1.09,92236,1.2,111061,1.5,166592,167169,0.5,333761,167169,0.5,333761,2.14,4.57,4.15
CM,CM_15,Spiller-Fitz-Hugh-Burke,1981,82790,1.1,90885,1.2,109435,1.5,164152,137611,0.46,301763,137611,0.46,301763,2.14,4.55,4.15
CM,CM_15,Spiller-Fitz-Hugh-Burke,1982,138075,1.1,152148,1.2,183201,1.5,274801,132901,0.33,407702,132901,0.33,407702,2.14,4.54,4.15
CM,CM_15,Spiller-Fitz-Hugh-Burke,1983,88627,1.09,96697,1.2,116433,1.5,174649,56628,0.24,231277,56628,0.24,231277,2.14,4.58,4.15
CM,CM_15,Spiller-Fitz-Hugh-Burke,1984,111650,1.09,121489,1.2,146285,1.5,219427,105836,0.33,325264,105836,0.33,325264,2.14,4.6,4.15
CM,CM_15,Spiller-Fitz-Hugh-Burke,1985,111782,1.09,121395,1.2,146171,1.5,219257,164072,0.43,383329,164072,0.43,383329,2.14,4.6,4.15
CM,CM_15,Spiller-Fitz-Hugh-Burke,1986,99748,1.09,108326,1.2,130435,1.5,195653,251382,0.56,447035,251382,0.56,447035,2.14,4.6,4.15
CM,CM_15,Spiller-Fitz-Hugh-Burke,1987,78732,1.1,86585,1.2,104256,1.5,156384,140219,0.47,296604,140219,0.47,296604,2.14,4.55,4.15
CM,CM_15,Spiller-Fitz-Hugh-Burke,1988,143925,1.09,156302,1.2,188203,1.5,282305,271602,0.49,553907,271602,0.49,553907,2.14,4.6,4.15
CM,CM_15,Spiller-Fitz-Hugh-Burke,1989,72730,1.09,78985,1.2,95105,1.5,142658,121554,0.46,264211,121554,0.46,264211,2.14,4.6,4.15
CM,CM_15,Spiller-Fitz-Hugh-Burke,1990,105548,1.09,114625,1.08,123996,1.5,185993,245231,0.57,431224,245231,0.57,431224,2.14,4.6,4.62
CM,CM_15,Spiller-Fitz-Hugh-Burke,1991,98232,1.09,106848,1.08,115583,1.5,173374,133802,0.44,307176,133802,0.44,307176,2.14,4.6,4.62
CM,CM_15,Spiller-Fitz-Hugh-Burke,1992,42275,1.09,45911,1.08,49664,1.5,74496,61156,0.45,135652,61156,0.45,135652,2.14,4.6,4.62
CM,CM_15,Spiller-Fitz-Hugh-Burke,1993,78288,1.09,85552,1.08,92546,1.5,138819,89753,0.39,228572,89753,0.39,228572,2.14,4.58,4.62
CM,CM_15,Spiller-Fitz-Hugh-Burke,1994,57020,1.18,67256,1.08,72754,1.5,109131,88067,0.45,197199,88067,0.45,197199,2.14,4.24,4.62
CM,CM_15,Spiller-Fitz-Hugh-Burke,1995,127000,1.2,152959,1.08,165463,1.5,248195,177025,0.42,425220,177025,0.42,425220,2.14,4.15,4.62
CM,CM_15,Spiller-Fitz-Hugh-Burke,1996,192500,1.23,236904,1.08,256271,1.5,384407,85705,0.18,470113,85705,0.18,470113,2.14,4.06,4.62
CM,CM_15,Spiller-Fitz-Hugh-Burke,1997,141905,1.16,164294,1.08,177725,1.5,266587,58627,0.18,325213,58627,0.18,325213,2.14,4.32,4.62
CM,CM_15,Spiller-Fitz-Hugh-Burke,1998,156500,1.09,170292,1.08,184213,1.5,276320,79900,0.22,356219,79900,0.22,356219,2.14,4.6,4.62
CM,CM_15,Spiller-Fitz-Hugh-Burke,1999,112650,1.2,135168,1.08,146218,1.5,219327,48476,0.18,267803,48476,0.18,267803,2.14,4.17,4.62
CM,CM_15,Spiller-Fitz-Hugh-Burke,2000,110270,1.11,122179,1.16,141166,1.5,211749,16083,0.07,227832,16083,0.07,227832,2.14,4.51,4.33
CM,CM_15,Spiller-Fitz-Hugh-Burke,2001,134600,1.1,148510,1.16,171589,1.5,257383,75064,0.23,332448,75064,0.23,332448,2.14,4.53,4.33
CM,CM_15,Spiller-Fitz-Hugh-Burke,2002,132650,1.08,143414,1.16,165701,1.5,248552,83269,0.25,331821,83269,0.25,331821,2.14,4.62,4.33
CM,CM_15,Spiller-Fitz-Hugh-Burke,2003,171600,1.2,206689,1.16,238809,1.5,358213,120349,0.25,478562,120349,0.25,478562,2.14,4.15,4.33
CM,CM_15,Spiller-Fitz-Hugh-Burke,2004,227866,1.01,229070,1.16,264668,1.5,397003,190184,0.32,587187,190184,0.32,587187,2.14,4.97,4.33
CM,CM_15,Spiller-Fitz-Hugh-Burke,2005,114037,1.07,122540,1.16,141583,1.5,212375,53615,0.2,265990,53615,0.2,265990,2.14,4.65,4.33
CM,CM_15,Spiller-Fitz-Hugh-Burke,2006,105890,1.14,121159,1.16,139987,1.5,209981,45535,0.18,255516,45535,0.18,255516,2.14,4.37,4.33
CM,CM_15,Spiller-Fitz-Hugh-Burke,2007,51980,1.18,61415,1.16,70959,1.5,106439,19865,0.16,126304,19865,0.16,126304,2.14,4.23,4.33
CM,CM_15,Spiller-Fitz-Hugh-Burke,2008,35021,1.47,51531,1.16,59539,1.5,89309,2213,0.02,91522,2213,0.02,91522,2.14,3.4,4.33
CM,CM_15,Spiller-Fitz-Hugh-Burke,2009,92910,1.2,111797,1.16,129170,1.5,193755,15089,0.07,208844,15089,0.07,208844,2.14,4.16,4.33
CM,CM_15,Spiller-Fitz-Hugh-Burke,2010,81220,1.16,93969,1.16,108572,1.5,162859,5429,0.03,168288,5429,0.03,168288,2.14,4.32,4.33
CM,CM_15,Spiller-Fitz-Hugh-Burke,2011,162560,1.39,225308,1.05,237164,1.5,355746,62983,0.15,418729,62983,0.15,418729,2.14,3.61,4.75
CM,CM_15,Spiller-Fitz-Hugh-Burke,2012,113467,1.36,154559,1.05,162693,1.5,244039,81322,0.25,325360,81322,0.25,325360,2.14,3.67,4.75
