"stk","CU","muAlpha","alpha","beta0","rho","sigmaAlpha","sigma"
1,"PrtI",1.15740267471521,1.37098697640596,3.35356742673973e-05,0.308237644485381,0.127368423131274,0.503040456513797
1,"PrtI",1.10249268642365,1.04906107765582,2.135998845623e-05,-0.105807114822135,0.668371946382507,0.371554411606978
1,"PrtI",0.495064430279184,1.22074248792666,2.43420183180822e-05,0.759331562147362,1.47725942117702,1.10776111996759
1,"PrtI",0.312520739151485,1.0896972250045,2.32195155650026e-05,-0.134138670285784,0.817656057560686,0.291976818687148
1,"PrtI",1.28648934495165,1.34935919372411,2.52233022059096e-05,-0.454233023483263,0.722077326275025,0.198933603982087
1,"PrtI",1.01112308510344,1.30857205909474,2.88336494668086e-05,-0.0620629867043268,0.284949970029302,0.370108035439807
1,"PrtI",0.785312143134623,1.11908967564533,2.38540088885977e-05,-0.368820833168927,0.106214497397092,0.358792054871354
1,"PrtI",1.05551973173191,1.14672991900274,2.51441922430653e-05,0.588283120821596,0.849854663382836,0.641834423689249
1,"PrtI",1.08558722209974,1.55528828961437,2.88870223363373e-05,-0.31368569583517,0.428465279426358,0.305904574153524
1,"PrtI",1.030040748723,1.20289244388186,2.967157729584e-05,0.732111959244356,0.416995830267276,1.19146089882506
1,"PrtI",1.74956597686563,1.31648285801011,2.90052432543708e-05,0.574315413767433,2.16681735319192,0.986530729086643
1,"PrtI",1.08606021209614,1.02266092204491,2.19774493814456e-05,0.701740764067864,0.0341204447678315,1.00694947441307
1,"PrtI",1.14661257916398,1.51283274230564,3.76021255444932e-05,0.271374258932961,0.18653939850848,0.463080104439551
1,"PrtI",0.821208698220809,1.13992220675101,2.44496193281732e-05,0.328575536532725,0.587058628977466,0.554634783606055
1,"PrtI",0.953566903365397,1.25368643379485,2.24068871003303e-05,0.542684717994121,0.516848227328535,0.797071419794371
1,"PrtI",0.909373069060265,1.1146330276895,2.21140856966746e-05,0.574371632116764,0.0948199117021376,0.734401399346245
1,"PrtI",1.12687541306516,1.02211174222881,2.43705333770382e-05,0.562245457964676,0.348350049074945,0.690070561785915
1,"PrtI",-0.274584209582628,1.36221059311781,3.43682611309965e-05,-0.15543434112467,2.09333863182708,0.232874844508764
1,"PrtI",0.814046474332366,1.13909430074788,2.20651836381453e-05,0.810363710961258,2.40127630678233,3.0495516135379
1,"PrtI",1.44472305440993,1.27349172684531,2.77395117937725e-05,0.762981916598495,2.0288753336238,1.4063224885524
1,"PrtI",1.32616577680662,1.22816335443556,2.49569462582626e-05,0.747265836360537,0.424355460168828,1.22122961833
1,"PrtI",1.55261060778301,1.05761772781902,2.10387099195667e-05,0.470349793981248,1.33946072359252,0.48920094430675
1,"PrtI",1.11925981752355,1.19492518437226,3.15519239793831e-05,0.690537853634098,1.00445037743406,1.33735251026815
1,"PrtI",1.01052267698871,1.30612287576223,3.01260312396276e-05,0.642758707426974,0.201838042287676,0.891558367506859
1,"PrtI",1.2265568410876,1.1448812424023,2.68488843224527e-05,0.459268530537054,0.406906091016839,0.640296494248815
1,"PrtI",0.754937208670377,1.12022214764183,2.86879886662688e-05,0.868736132936591,0.26861615028053,1.8837780181723
1,"PrtI",0.634032038192926,1.46292619830215,2.75770506597946e-05,-0.74149794767717,0.333973769623226,0.201916617904736
1,"PrtI",1.15091595719503,1.21330120333289,1.80099530000849e-05,0.173996740377892,1.70188318258114,0.483119610372445
1,"PrtI",1.14096409842939,1.17749759953637,2.56565491613237e-05,0.839629324901716,0.354508286571688,2.3329428744432
1,"PrtI",0.927688287775637,1.50696500367624,3.43680293713863e-05,0.700907621945869,1.80320629683474,1.08204970189449
1,"PrtI",0.935201138505343,1.33879963886182,2.89814991272003e-05,0.732216704070799,0.807252712130278,0.852066081585358
1,"PrtI",0.967435696722975,1.16779845552692,2.70821736451006e-05,0.492418757819298,0.898006090194106,0.66462835006605
1,"PrtI",0.929117534306761,1.26613677241223,2.28238555406254e-05,0.186809316330861,0.387437533927497,0.49979672418641
1,"PrtI",1.14201018190146,1.48442450649709,3.09504941480026e-05,-0.542348669442878,0.22868863930756,0.223875803315995
1,"PrtI",1.50558028369804,1.05686091189879,2.68472072303323e-05,0.881040863822083,0.246080297258032,2.44973955908603
1,"PrtI",0.941563682719575,1.19791904522404,2.75125616279036e-05,-0.316132751500813,0.138788837776372,0.175221186811287
1,"PrtI",0.74105102922695,1.16988758631716,2.5099907655953e-05,0.829177748627964,1.62784849748836,1.49015684899642
1,"PrtI",1.05322172810179,1.30831992049283,2.80300581560379e-05,-0.475304923863879,0.360843683049631,0.176594737103053
1,"PrtI",0.936737193059045,1.41437153512036,3.32910925546973e-05,-0.00602533522196109,1.09869470044744,0.535185368671786
1,"PrtI",1.17247740592533,0.785378087939421,1.71914312682862e-05,0.169093995249129,0.631062693005534,0.39289267108491
1,"PrtI",1.19191541637012,1.30509473951492,3.07121784321582e-05,0.777342459032394,2.26705715069747,1.62387892812872
1,"PrtI",1.21960234278145,1.20801764331163,2.67126166358775e-05,0.880047155750048,0.478951273623048,2.05052520748658
1,"PrtI",0.87413584202579,1.18468139845542,2.17676433923552e-05,0.829141896903139,0.117097291677426,2.22068872275225
1,"PrtI",1.08420620755002,1.35312129649412,3.10543367327997e-05,0.529959195197057,0.955081825892181,0.541836231324283
1,"PrtI",1.12888463906331,1.20289481169133,2.71641663839099e-05,0.778085303195381,3.13404141461823,1.44817431793075
1,"PrtI",1.23091593821318,1.33488425556362,2.92094918017019e-05,0.714628949976012,0.435429923289545,1.81838217142846
1,"PrtI",0.668331010285101,1.42003275977346,3.19147254474868e-05,0.712443761558876,1.46774788065416,1.26671119285624
1,"PrtI",1.07171423797691,1.33457556069536,2.86316980704164e-05,-0.258479214523909,0.120017920835466,0.271618111402178
1,"PrtI",1.23686020444845,1.22381330301518,2.72101864280234e-05,0.122047831765919,0.0639556920605993,0.493126093146097
1,"PrtI",1.32870664769564,1.3100981398039,3.20388695976433e-05,0.392799220491221,0.795570622894752,0.552735398100848
1,"PrtI",1.02123639159416,1.0899800693271,2.44798035164622e-05,0.56060432596925,0.141239640475818,0.669623258105737
1,"PrtI",0.269046438058096,1.25684637289919,3.02608660072732e-05,0.722851506403963,0.273660212548004,1.35345048338866
1,"PrtI",1.3122774545221,1.03073554640393,2.0890670760785e-05,0.862069115208987,0.437315329420392,2.6967991967118
1,"PrtI",0.654338889505751,1.19765256466531,2.60122411262401e-05,0.809071161059039,1.20691561423123,1.21027390509828
1,"PrtI",0.467239906073814,1.08573204669015,2.64628368724975e-05,0.808638226029857,0.703511788854837,1.69053901838876
1,"PrtI",0.683035610553314,1.33191590948621,3.4420244975129e-05,0.857995136857939,1.28021074513704,1.70776744603755
1,"PrtI",1.11407181665348,1.25899866506486,2.88045387549307e-05,0.6541637699324,1.40100375271472,0.889116849255285
1,"PrtI",1.33648298444311,1.32922163833618,2.94280737909439e-05,0.126047690195065,0.543930971281194,0.321730542454377
1,"PrtI",0.873249842871829,0.961142731446767,1.9704311891118e-05,0.388990173857493,0.0737385319218455,0.821897124924937
1,"PrtI",1.69876516166862,1.29300097060185,2.99922519919856e-05,0.702417845578508,1.16717387312083,0.975738604409295
1,"PrtI",1.55396882928486,1.49797656562047,3.22762880699807e-05,0.748551049327011,0.381680601188131,1.43716128674356
1,"PrtI",0.672361748941836,1.22190222948155,2.38982220441063e-05,0.0766332006993738,0.422757808475417,0.362387853060012
1,"PrtI",1.16952841402798,1.19422922060098,2.66583321677835e-05,0.643576893334506,0.0430595411313393,0.879144216621296
1,"PrtI",0.944576328025366,1.25022486196243,2.74067861723895e-05,0.693315969065481,0.0994689252232112,1.33034213854151
1,"PrtI",0.852341470232012,1.06736821775917,2.77006051357818e-05,0.901514879316066,0.117324919212298,2.8641863623083
1,"PrtI",1.17136682894078,1.30809427430906,2.76312481067669e-05,0.701962419126645,0.219556445637679,1.03120447402866
1,"PrtI",1.19213975707401,0.859356946804607,1.53122385930825e-05,0.795347815625875,0.187149615361383,2.03019080844658
1,"PrtI",0.802430853210373,0.855197029992941,1.66214078340927e-05,0.529053010498113,1.97676295868556,0.705522144736851
1,"PrtI",1.23399598856231,1.44834463434694,3.18856733030506e-05,0.397393706321769,1.24719874187752,0.48500104849335
1,"PrtI",1.43743640225599,1.01995868844411,1.52586718112181e-05,0.771248375469781,1.944961423216,1.47240279131212
1,"PrtI",0.926521169434217,1.43082638612178,3.18551551349949e-05,0.288221657583192,0.778835973356018,0.355836631767716
1,"PrtI",2.36930792443275,1.11593831985631,2.08513108713131e-05,0.793550202161432,2.81236403901264,1.88162263151245
1,"PrtI",1.61672487878065,0.954305102366043,1.61548948485181e-05,0.702749163237982,1.13631085286899,1.17022401915461
1,"PrtI",0.927544516391358,1.3016192549072,2.67283264935226e-05,0.734656840978634,0.237988132707855,1.16381440404603
1,"PrtI",0.863808372594294,1.3086223803884,2.7913931209022e-05,0.446182543069118,0.42469901241725,0.492599155452364
1,"PrtI",1.08526906736328,1.06439212169361,2.38405185338296e-05,0.121756885427725,0.268413773247742,0.432576811817723
1,"PrtI",0.941732509500682,1.16637814540326,2.43193285338132e-05,0.319008617181146,0.283518983463932,0.457647296542116
1,"PrtI",0.887780792148343,1.38024211731375,2.76457236911873e-05,0.37512455790663,1.42160663264693,0.655090220939442
1,"PrtI",1.06830968859633,1.3893691820197,3.40865174264398e-05,0.3555555022271,2.05599220397585,0.4661121223537
1,"PrtI",0.940958507005352,1.18269103912525,2.42269356959916e-05,-0.746751493655775,0.557799347941733,0.219465955017602
1,"PrtI",0.89512621942965,0.909415825149526,1.9442336265676e-05,0.842100355559257,0.127041257863634,1.9286526958192
1,"PrtI",-0.0206154839841426,1.10795336119191,2.7332087609735e-05,0.413897465637955,1.53271066322598,0.716136331620107
1,"PrtI",0.906504419279119,1.1675684031603,2.75102888508008e-05,0.251773501049948,0.726878451500894,0.448934705562123
1,"PrtI",0.864884029311896,1.22954313878066,2.69060717362655e-05,0.752226229381174,0.175175772132925,1.17888279570438
1,"PrtI",0.297867700927404,1.14216658875565,2.50431021715274e-05,-0.30231131845423,0.368222744412089,0.287388953754327
1,"PrtI",0.856926037568221,1.28504853149828,3.02017036048831e-05,0.738302664379031,0.379332544410535,1.16674418811518
1,"PrtI",1.23042541868353,1.09440460225029,2.18761153515431e-05,0.533626655364794,0.984655298375647,0.681203470452943
1,"PrtI",0.812896747477192,1.11881694075887,2.4799966562398e-05,0.185013886135939,2.27520212049172,0.394385670097159
1,"PrtI",1.2942160533395,1.40531638444459,3.31150020299654e-05,-0.56959007841579,0.800103381463827,0.166615971134251
1,"PrtI",1.01348709887071,1.14024373275719,2.58142575072027e-05,0.761463701832018,0.0745647484984965,1.43181758712223
1,"PrtI",1.53733463901736,1.58484361985056,3.68917364160143e-05,0.030923124950017,1.51194656251262,0.425546802334601
1,"PrtI",0.804666971864334,1.15533595284349,2.80372242152357e-05,0.438681658860018,0.40078761957957,0.443002428088587
1,"PrtI",0.636416017230207,0.993997018845122,2.0783443005864e-05,0.710186016852115,0.415797336992582,1.41496596846546
1,"PrtI",1.88514480100683,1.31257509547779,2.58424537292921e-05,0.330635100642684,0.976384232573897,0.461779552254277
1,"PrtI",0.896917343450861,1.07083817193027,2.09971385358878e-05,0.846520698250795,0.158480365787176,2.31753209858477
1,"PrtI",1.04377954534543,1.20675904813995,2.83379048999184e-05,0.392421944230359,1.12584082205827,0.444810478981719
1,"PrtI",0.726514215746682,1.37359257170566,2.95438879397213e-05,-0.313860066958419,0.40692565611161,0.353483876255754
1,"PrtI",1.71891608044141,1.28875337247521,2.85348751698629e-05,0.716903416195048,2.54260045119242,1.0269710147111
1,"PrtI",0.85263556065061,1.26954822348982,2.89270852852883e-05,0.913307188260091,0.444179446690599,3.14295197965141
1,"PrtI",0.605758227081772,1.23112612118078,2.97295251056345e-05,0.362648089937214,0.510932601209957,0.474077762777337
1,"PrtI",0.97245633395405,1.08111554020307,2.1994061232368e-05,0.553692831344789,0.829201333140496,0.689065374979474
1,"PrtI",1.12935210386375,1.33787123063922,3.39151637638554e-05,0.847233117483438,1.20235284072306,2.24824429953148
1,"PrtI",0.767689597445865,0.964425737565197,2.4088423023317e-05,0.837125822562005,0.380324959238754,2.44105623040823
1,"PrtI",1.23308946364746,1.15363766406908,3.03948704622641e-05,0.718768119828557,1.07612297954234,1.33066061579607
1,"PrtI",0.776281416736516,0.983297662738067,1.98581241737112e-05,-0.0190850934725728,0.791327564398084,0.491396513327565
1,"PrtI",0.861742145345757,1.34043613019219,3.19178057843109e-05,0.441303280630181,0.889482775766007,0.632857451800775
1,"PrtI",1.44026576383512,1.10164363862989,2.83671364449665e-05,0.761408088203745,2.19521735484747,1.13432361977625
1,"PrtI",1.92415158522762,1.20101801941493,2.27210255892188e-05,0.682796674271342,1.92647503990605,0.921532397117171
1,"PrtI",0.620571815469475,1.33249727943574,2.85659535172014e-05,0.54498030836515,2.35579110042411,0.836408892865586
1,"PrtI",1.14999639053595,1.19053959856151,2.3777242707945e-05,-0.0877118950740551,0.173886057299607,0.375835733797103
1,"PrtI",1.00495750427429,1.14342601777506,1.63467025362986e-05,0.836227704303983,0.484254373450007,2.81133808789646
1,"PrtI",0.397503349501645,1.18969090184791,2.45472057133129e-05,-0.180231500754319,0.399399303937937,0.284442672087947
1,"PrtI",1.02586098533537,1.25672933312631,2.98044919215872e-05,0.607677933396842,0.130309471929345,0.795087742673152
1,"PrtI",0.981248754758031,0.996513819398716,1.97597535956706e-05,0.185636888506702,1.05685569231521,0.376621826937767
1,"PrtI",0.851621538702758,1.10427317072223,2.29620316758258e-05,0.162990763406044,0.136446697735064,0.354772744637999
1,"PrtI",0.960975399173355,1.23739182390627,2.03134960907944e-05,-0.476208411067613,1.10106594193414,0.330845493633172
1,"PrtI",0.892145384391664,0.926112673089507,1.63195425435708e-05,0.439018545528954,0.0322973389461047,0.708656180127761
1,"PrtI",1.15708885237131,1.25660575052819,2.47283272303818e-05,0.659322018974416,0.0650359116258721,0.829164592493708
1,"PrtI",0.748178691021309,1.29678432505226,2.72455633901693e-05,0.701923698028241,0.577381185072576,1.07539157332401
1,"PrtI",-0.400248410145124,1.01088574910853,2.14332764630603e-05,0.720792064469545,1.51352550337172,1.29826892660525
1,"PrtI",0.860014538244505,1.48101193307555,3.58267294351351e-05,0.423889340578752,0.662929109727662,0.783116478866134
1,"PrtI",1.80081825425675,1.30347374794203,3.06941346215102e-05,0.523081340900807,0.752730300541789,0.820556080965967
1,"PrtI",1.37725650235414,1.26208633824215,3.12099419308796e-05,0.173659277940114,0.427474258351851,0.396561104478506
1,"PrtI",0.681324350319696,1.15856998910893,2.73741206261902e-05,0.652946217333724,0.373950314474723,0.866549173572437
1,"PrtI",0.926377654803064,1.40973118767945,3.24977595054168e-05,-0.43780235533317,0.801068123849908,0.181755823062637
1,"PrtI",0.723415720634228,1.60698407806316,3.9897564431441e-05,0.540175231298035,1.40619913496052,0.741205272497905
1,"PrtI",0.999267511877344,0.964711412450282,2.31155355939814e-05,-0.0203954265781567,0.424805854202917,0.405281103237677
1,"PrtI",0.899909444217074,1.33188715362811,3.31406603957929e-05,0.0579203153801958,0.277989521981803,0.389615007629694
1,"PrtI",0.72397133109888,1.10077289432872,2.56000695360509e-05,-0.80251418335805,0.543746777972158,0.145392086573037
1,"PrtI",0.853691491940146,1.18088888950204,2.08967028585112e-05,0.708603018251155,0.160079689660288,0.988081176595008
1,"PrtI",1.03498418128004,1.31161519486552,2.78923742402449e-05,0.794172870625161,0.606627530288129,1.45660863451306
1,"PrtI",0.842528044076631,1.5502929765453,3.25427842989506e-05,0.0848689727128973,1.63977161050403,0.214515573932159
1,"PrtI",1.37022818841757,1.29028034747637,2.85484225569646e-05,0.606154414524518,2.70531428670477,0.878772206382955
1,"PrtI",1.57283428327153,0.92860838246426,1.89875876229747e-05,0.63963534393246,1.91765397012034,0.856018157996272
1,"PrtI",1.22516068006839,1.07952502908635,1.81701053544819e-05,0.6160615926127,1.04967758351801,0.6440022868426
1,"PrtI",0.988803335846507,1.07815785060762,2.43496161462771e-05,0.851309352452051,0.0394870328531575,2.04717485903451
1,"PrtI",1.02875534478406,1.41334139504387,3.67163110061352e-05,0.504069679265529,0.319778691898625,0.613576379201828
1,"PrtI",1.0985654241828,1.22323322119898,2.24373887726274e-05,0.608017634973081,2.99888470909419,1.26947712693372
1,"PrtI",1.38927085185503,0.910664705658962,1.72562860316157e-05,0.820127389866975,0.735668480075378,2.54337770356414
1,"PrtI",0.29473297725534,1.25389587696099,2.42139594452832e-05,0.618296970488982,2.78394834277609,0.949544462548898
1,"PrtI",1.05538727123566,1.28911277383046,2.61105730181985e-05,0.52610847185122,0.221113460059746,0.600151320034758
1,"PrtI",1.38522959292039,1.40368331159586,3.19489731944903e-05,0.726266171939628,0.26375161013083,1.09285053249672
1,"PrtI",0.964832258690347,1.59005466242488,3.66518755478968e-05,0.590400475161498,0.148252097909523,0.833905436966054
1,"PrtI",0.881876049297327,1.10728628441159,1.87945318157692e-05,-0.105489848929543,0.448231042970711,0.413537584037876
1,"PrtI",1.27397728074277,1.38799946977729,3.13767951605797e-05,0.0778897336230418,2.3465268018767,0.426428426630013
1,"PrtI",0.800674804723931,0.87541017813282,1.83176720737251e-05,0.206382207205937,1.77501207907873,0.480050970664761
1,"PrtI",0.575401097655861,1.47908471076619,3.02319808871618e-05,-0.752425709684462,0.4197193246116,0.244419266507575
1,"PrtI",0.507419133450354,1.14730525246943,2.5964219982864e-05,-0.141651593322895,1.92641463924819,0.204732897131801
1,"PrtI",1.0808075943726,1.26907922414295,2.96007139734731e-05,0.779564243521731,0.044027764982641,0.953313236163422
1,"PrtI",1.85216758383907,1.11045696322426,2.34467334955578e-05,0.153768782626361,1.43266442684002,0.386990739517517
1,"PrtI",1.30326795803406,1.48456763625133,3.51745170343764e-05,-0.0686362522551472,0.187663680081602,0.302035723318774
1,"PrtI",1.14173924770331,1.16548221495102,2.35911903652348e-05,0.712432222979851,0.51495543272444,0.852644983837057
1,"PrtI",1.08939342696017,1.1237730152377,2.1582644233579e-05,0.570095516558126,0.342073443804819,0.76045419382359
1,"PrtI",-0.354444029688138,1.49374780615853,2.96362107422471e-05,-0.627965625179944,1.88255380926032,0.250316259357306
1,"PrtI",0.447557407275859,1.05925234918408,2.87058089345491e-05,-0.0484811696135884,1.32744929509115,0.409600446123218
1,"PrtI",1.01417910613832,0.911957948053958,1.12879909264581e-05,0.62469024841037,2.11523246896254,1.08877066973502
1,"PrtI",0.728836826343163,1.11093775890725,2.57064598707637e-05,0.790096996911583,0.20229844374155,1.73775081062949
1,"PrtI",1.58971588528326,1.33414264144267,3.00361193255805e-05,0.818628067009479,0.932842555902336,1.33229757564188
1,"PrtI",1.2116119421588,1.29659526929707,2.57282464466733e-05,0.376336314637445,0.440553548003669,0.567860604031834
1,"PrtI",0.996045621445032,0.986434487863681,2.23805516073203e-05,0.511766054893236,0.356058057373718,0.643889168242052
1,"PrtI",0.828216444770602,1.0852270303075,1.61909483232381e-05,0.261389759737536,0.242148884228001,0.52404913709066
1,"PrtI",0.578856082606483,0.977356401150312,2.66381046308043e-05,-0.678589522986686,1.30920539681475,0.280579940414312
1,"PrtI",1.03599963698572,1.09271651330805,2.07987388489022e-05,0.296878951252545,3.12696026015177,0.379817056866389
1,"PrtI",1.29217888789409,1.07570030096711,2.17438909399942e-05,0.612157026221076,0.740039520143378,0.750893851954888
1,"PrtI",1.16727692507878,1.34452657679943,2.90254739915352e-05,0.832920400665471,0.545536305843504,1.51409999906218
1,"PrtI",1.12936293812312,1.18203438361783,2.8065525183192e-05,0.829814789769187,0.131153711916237,2.06184801933195
1,"PrtI",0.90482998261084,1.24728938547604,2.56012043060454e-05,-0.422092314175326,0.119889738435563,0.245081508053072
1,"PrtI",1.04040081912746,1.1804450491042,2.52734753070385e-05,-0.121753069354454,0.0839853451295781,0.388512929453986
1,"PrtI",0.860831478626818,0.949924413522185,1.57970327361037e-05,0.829038512725394,0.881711535789058,2.10382851669152
1,"PrtI",0.884116700984963,1.14705525213675,2.63588595723297e-05,0.76834111447918,1.43694737667438,1.20134447656159
1,"PrtI",0.706051220084055,1.39500128247399,3.12181765928018e-05,0.544557111720241,0.672246488687493,0.83010900269722
1,"PrtI",1.24060276601961,1.19868621709243,2.60777062549397e-05,0.472951038579168,0.731450170502096,0.684344807992094
1,"PrtI",1.84533494826153,1.44230725764965,3.25384421952665e-05,0.480452980137079,2.8714308987922,0.435872564477195
1,"PrtI",1.03047494577815,1.03931638613158,2.31264259917894e-05,0.663498794183626,2.06972850185556,0.908051895861117
1,"PrtI",0.866348630117158,0.974603583865317,1.67023109500468e-05,-0.528359665063751,0.486527161113675,0.211477694407513
1,"PrtI",0.844872951114904,1.10952207488874,2.83962375820464e-05,0.905830813547736,0.103324325626072,2.30470649990915
1,"PrtI",2.08740015329537,0.954567611070317,2.45824873162666e-05,0.840127296607808,1.65752059188401,2.55506581807691
1,"PrtI",1.30930611579729,1.43583006270311,3.42012852796068e-05,0.486446125811788,0.891512651410636,0.759677936254328
1,"PrtI",0.878062149094781,1.18947713320455,2.80091354777484e-05,0.570927925121319,1.17124618706469,0.568539475018942
1,"PrtI",0.499120464386026,1.53408937881094,3.57541627786791e-05,0.783069105061282,2.86152800264347,0.893957820492079
1,"PrtI",1.155135400202,1.29410127681734,2.68075943444954e-05,0.791493884617989,1.24226228197223,1.71325691985562
1,"PrtI",1.52306523088585,1.04778854094101,2.463655482104e-05,0.680395481525472,1.08469860133066,1.02486286250904
1,"PrtI",1.03363357667842,1.25299012975515,3.30603779790511e-05,0.6449311402809,2.76429859101421,1.3116439512652
1,"PrtI",0.993055130935843,1.16893028710217,2.52371169918402e-05,0.0162160025959867,0.187722705914099,0.3608696836788
1,"PrtI",0.916640351697676,1.16949886110677,2.88107802364543e-05,-0.526778419491643,0.611073112638107,0.209529915500375
1,"PrtI",1.03126408178206,1.20349933156605,2.97257481175851e-05,-0.181930507224016,1.32347850620224,0.28920218148738
1,"PrtI",0.552728212749447,1.07692814925076,2.14104805686722e-05,0.473293044063637,2.0504476815174,0.662888881403025
1,"PrtI",0.745351235106647,1.15243516599553,2.34466363800875e-05,0.790709989691391,0.141369320905107,1.69400385180116
1,"PrtI",0.918424235806473,1.16516328348591,2.15267120595842e-05,0.692815887004969,0.0964727349067766,1.06649151138283
1,"PrtI",0.908530288895887,1.36547941757433,3.7294794020286e-05,0.85681428864685,0.297257700296743,1.53886685016182
1,"PrtI",0.450308803863216,1.12580210803759,2.25531498720437e-05,0.767968404964144,0.963152481186399,1.3188534901761
1,"PrtI",0.637550384875859,1.43384852646449,3.5524912269612e-05,0.449933699929418,0.607572991949427,0.437503281172461
1,"PrtI",0.660453950656016,1.49318796703231,3.37008738359358e-05,0.599186645622549,1.84099938543527,0.977098909351622
1,"PrtI",0.818196675716305,1.4853254766807,3.84606271037751e-05,0.280676169602099,0.519727291085547,0.535004601285491
1,"PrtI",0.575352468915358,0.930120114728596,1.72877219851726e-05,0.11541881241571,3.11551357262686,0.38784792718271
1,"PrtI",1.37400200736238,1.05070866423044,1.86688677855408e-05,0.647691055478221,0.107958446723325,0.821704407400766
1,"PrtI",1.62704467353612,1.23656946198763,2.6269834872283e-05,0.385261064983402,0.65490118587479,0.554524301167607
